"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"D1","Flow Categories",-242.929999,0.000000,1.000000,"Volumetric",-1.000000
"I2","Flow Categories",-9.980000,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-47.100001,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-15.469999,0.000000,1.000000,"Volumetric",-1.000000
"C3","Flow Categories",-4.110000,0.000000,1.000000,"Volumetric",-1.000000
"C1","Flow Categories",-6.840000,0.000000,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
